trans_id	strand	gene_id	gene_name	gene_start	gene_stop	trans_start	trans_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000399682	-	ENSG00000241598	KRTAP5-4	1620958	1622138	46	732	687	45	449	1181
ENST00000399685	-	ENSG00000196224	KRTAP5-3	1607565	1608463	79	795	717	78	104	899
ENST00000399703	-	ENSG00000180071	ANKRD18A	38571358	38620660	376	3354	2979	375	687	4041
ENST00000399722	+	ENSG00000101773	RBBP8	22933826	23026488	352	3045	2694	351	248	3293
ENST00000399728	-	ENSG00000117632	STMN1	25900118	25906153	365	814	450	364	898	1712
ENST00000399770	+	ENSG00000215203	GRXCR1	42893267	43030658	1	873	873	0	118	991
ENST00000399775	-	ENSG00000168913	ENHO	34521040	34523041	427	657	231	426	425	1082
ENST00000399784	+	ENSG00000170262	MRAP	32291813	32312290	188	706	519	187	294	1000
ENST00000399788	-	ENSG00000073614	KDM5A	280129	389454	364	5436	5073	363	5327	10763
ENST00000399794	-	ENSG00000213516	RBMXL1	88979459	88992960	717	1889	1173	716	3195	5084
ENST00000399799	-	ENSG00000067900	ROCK1	20946906	21111851	942	5006	4065	941	4478	9484
ENST00000399808	-	ENSG00000142089	IFITM3	319669	321050	238	639	402	237	169	808
ENST00000399810	-	ENSG00000215217	C5orf49	7830378	7851490	470	913	444	469	1472	2385
ENST00000399816	+	ENSG00000215218	UBE2QL1	6448623	6494909	272	757	486	271	3560	4317
ENST00000399820	+	ENSG00000157796	WDR19	39182404	39285810	155	4183	4029	154	337	4520
ENST00000399837	-	ENSG00000093072	CECR1	17178790	17219585	277	1812	1536	276	2693	4505
ENST00000399848	+	ENSG00000168675	LDLRAD4	13218787	13652755	669	1535	867	668	7098	8633
ENST00000399878	-	ENSG00000091490	SEL1L3	25747427	25862959	124	3522	3399	123	998	4520
ENST00000399881	+	ENSG00000215262	KCNU1	36784374	36936128	38	3487	3450	37	208	3695
ENST00000399889	-	ENSG00000182816	KRTAP13-2	30371391	30372257	45	572	528	44	295	867
ENST00000399899	-	ENSG00000156284	CLDN8	30214006	30216073	149	826	678	148	1242	2068
ENST00000399910	+	ENSG00000215277	RNF212B	23185316	23273405	254	1156	903	253	514	1670
ENST00000399914	-	ENSG00000171189	GRIK1	29536933	29940022	523	3327	2805	522	297	3624
ENST00000399916	-	ENSG00000020633	RUNX3	24899511	24965010	440	1729	1290	439	2611	4340
ENST00000399921	+	ENSG00000156273	BACH1	29299416	29346148	244	2454	2211	243	3315	5769
ENST00000399932	+	ENSG00000167930	FAM234A	234546	266125	452	2110	1659	451	1103	3213
ENST00000399933	-	ENSG00000183354	KIAA2026	5919008	6007787	1	6312	6312	0	676	6988
ENST00000399935	+	ENSG00000156265	MAP3K7CL	29077633	29175889	668	1096	429	667	997	2093
ENST00000399959	+	ENSG00000215301	DDX3X	41333398	41350274	856	2844	1989	855	2555	5399
ENST00000399974	-	ENSG00000232196	MTRNR2L4	3370979	3372740	839	925	87	838	837	1762
ENST00000399982	-	ENSG00000100888	CHD8	21385195	21431708	66	7811	7746	65	418	8229
ENST00000399989	+	ENSG00000189023	MAGEB16	35798342	35803735	280	1254	975	279	564	1818
ENST00000400000	+	ENSG00000101558	VAPA	9914002	9960021	256	1005	750	255	5810	6815
ENST00000400004	+	ENSG00000182798	MAGEB17	16167481	16171464	353	1363	1011	352	71	1434
ENST00000400017	+	ENSG00000092200	RPGRIP1	21287977	21351295	1	3861	3861	0	79	3940
ENST00000400033	+	ENSG00000178127	NDUFV2	9104082	9134345	118	876	759	117	66	942
ENST00000400079	-	ENSG00000232948	DEFB130	12310962	12318316	1	240	240	0	0	240
ENST00000400085	+	ENSG00000215343	ZNF705D	12104389	12115516	117	1019	903	116	2358	3377
ENST00000400093	-	ENSG00000154723	ATP5J	25724480	25735673	693	1019	327	692	160	1179
ENST00000400104	-	ENSG00000154655	L3MBTL4	6029387	6414911	202	1806	1605	201	2728	4534
ENST00000400113	-	ENSG00000198033	TUBA3C	19173770	19181852	106	1458	1353	105	93	1551
ENST00000400120	+	ENSG00000215356	ZNF705B	7926337	7952413	283	1185	903	282	22	1207
ENST00000400125	+	ENSG00000178287	SPAG11A	7847876	7850436	172	513	342	171	293	806
ENST00000400137	-	ENSG00000088832	FKBP1A	1368978	1393162	165	491	327	164	1131	1622
ENST00000400156	-	ENSG00000215372	ZNF705G	7355517	7385558	283	1185	903	282	2459	3644
ENST00000400181	+	ENSG00000004487	KDM1A	23019493	23083688	105	2735	2631	104	324	3059
ENST00000400183	+	ENSG00000155313	USP25	15730025	15880069	370	3747	3378	369	1594	5341
ENST00000400191	+	ENSG00000133216	EPHB2	22710965	22921500	19	3186	3168	18	7630	10816
ENST00000400198	-	ENSG00000134884	ARGLU1	106541673	106568164	246	1067	822	245	2323	3390
ENST00000400202	-	ENSG00000180530	NRIP1	14961235	15065000	714	4190	3477	713	3481	7671
ENST00000400206	-	ENSG00000283900	RP1-5O6.7	38291918	38398522	467	1717	1251	466	53	1770
ENST00000400230	-	ENSG00000132958	TPTE2	19422883	19503279	46	1614	1569	45	179	1793
ENST00000400234	-	ENSG00000205853	RFPL3S	32359906	32371076	151	447	297	150	848	1295
ENST00000400237	-	ENSG00000128253	RFPL2	32190438	32203477	937	2073	1137	936	334	2407
ENST00000400246	+	ENSG00000100150	DEPDC5	31754023	31907034	203	5014	4812	202	537	5551
ENST00000400256	-	ENSG00000158270	COLEC12	316740	500722	209	2437	2229	208	3305	5742
ENST00000400259	+	ENSG00000070831	CDC42	22052627	22092923	293	868	576	292	1406	2274
ENST00000400269	-	ENSG00000196476	C20orf96	270863	290778	176	1264	1089	175	344	1608
ENST00000400274	+	ENSG00000160305	DIP2A	46458899	46569708	234	4937	4704	233	2086	7023
ENST00000400277	+	ENSG00000219073	CELA3B	21981102	21998642	1	543	543	0	453	996
ENST00000400286	-	ENSG00000184564	SLITRK6	85792790	85799488	600	3125	2526	599	1193	4318
ENST00000400314	+	ENSG00000183570	PCBP3	45643694	45942454	339	1454	1116	338	748	2202
ENST00000400324	-	ENSG00000139734	DIAPH3	59665583	60163987	222	3803	3582	221	1001	4804
ENST00000400331	-	ENSG00000183742	MACC1	20134655	20217390	310	2868	2559	309	6291	9159
ENST00000400335	+	ENSG00000183762	KREMEN1	29073078	29146820	54	1430	1377	53	4708	6138
ENST00000400358	+	ENSG00000167037	SGSM1	24806269	24927578	58	3339	3282	57	3304	6643
ENST00000400365	+	ENSG00000189169	KRTAP10-12	44697172	44698044	31	768	738	30	105	873
ENST00000400368	-	ENSG00000188155	KRTAP10-6	44591268	44592505	22	1119	1098	21	119	1238
ENST00000400372	-	ENSG00000241123	KRTAP10-5	44579455	44580604	27	842	816	26	308	1150
ENST00000400374	+	ENSG00000215454	KRTAP10-4	44573729	44575371	31	1236	1206	30	407	1643
ENST00000400375	-	ENSG00000215455	KRTAP10-1	44538981	44540195	46	894	849	45	321	1215
ENST00000400382	+	ENSG00000100031	GGT1	24603201	24629002	756	2465	1710	755	163	2628
ENST00000400384	+	ENSG00000141639	MAPK4	50560078	50731824	1037	2800	1764	1036	1970	4770
ENST00000400393	-	ENSG00000186047	DLEU7	50711901	50843939	294	776	483	293	1316	2092
ENST00000400405	-	ENSG00000215475	SIAH3	45777243	45851736	108	917	810	107	6140	7057
ENST00000400419	-	ENSG00000139656	SMIM2	44143543	44161257	190	447	258	189	375	822
ENST00000400424	+	ENSG00000177398	UMODL1	42062959	42143453	397	4137	3741	396	1379	5516
ENST00000400445	+	ENSG00000172915	NBEA	34942287	35672735	535	9375	8841	534	1744	11119
ENST00000400454	-	ENSG00000171587	DSCAM	40010999	40847139	479	6517	6039	478	2035	8552
ENST00000400457	+	ENSG00000099715	PCDH11Y	5056090	5742224	735	4760	4026	734	4279	9039
ENST00000400485	+	ENSG00000159256	MORC3	36320189	36376646	77	2896	2820	76	1350	4246
ENST00000400519	-	ENSG00000184470	TXNRD2	19875522	19941803	1	1572	1572	0	1583	3155
ENST00000400520	-	ENSG00000188257	PLA2G2A	19975432	19979743	271	705	435	270	269	974
ENST00000400522	+	ENSG00000215529	EFCAB8	32858923	32961609	95	3961	3867	94	0	3961
ENST00000400546	+	ENSG00000154654	NCAM2	20998315	21543329	250	2763	2514	249	5372	8135
ENST00000400549	-	ENSG00000215545	DEFB116	31303212	31308585	1	309	309	0	0	309
ENST00000400552	+	ENSG00000215547	DEFB115	31257664	31259632	1	267	267	0	0	267
ENST00000400556	-	ENSG00000154845	PPP4R1	9546791	9614558	75	2927	2853	74	998	3925
ENST00000400577	+	ENSG00000185272	RBM11	14216178	14228372	10	855	846	9	1079	1934
ENST00000400588	-	ENSG00000215568	GAB4	16961936	17008222	109	1833	1725	108	797	2630
ENST00000400613	-	ENSG00000188959	C9orf152	110199561	110208189	611	1330	720	610	1387	2717
ENST00000400633	+	ENSG00000215595	C20orf202	1203454	1208274	64	432	369	63	1172	1604
ENST00000400664	+	ENSG00000179023	KLHDC7A	18480982	18486126	1	2334	2334	0	2811	5145
ENST00000400677	-	ENSG00000215612	HMX1	8867048	8871817	204	1250	1047	203	645	1895
ENST00000400723	+	ENSG00000215644	GCGR	81804134	81814013	294	1727	1434	293	324	2051
ENST00000400752	+	ENSG00000174992	ZG16	29778240	29782973	75	578	504	74	2554	3132
ENST00000400754	-	ENSG00000274847	AC145212.1	53594	115055	73	462	390	72	1137	1599
ENST00000400788	-	ENSG00000215712	TMEM242	157289386	157323601	103	528	426	102	3515	4043
ENST00000400809	-	ENSG00000221978	CCNL2	1386495	1399312	7	1569	1563	6	736	2305
ENST00000400822	+	ENSG00000130396	AFDN	167827133	167972023	1	5505	5505	0	2088	7593
ENST00000400841	-	ENSG00000205755	CRLF2	1190490	1212750	117	1232	1116	116	407	1639
ENST00000400889	+	ENSG00000215784	FAM72D	145096000	145112696	849	1298	450	848	1099	2397
ENST00000400897	-	ENSG00000009724	MASP2	11026523	11047223	17	2077	2061	16	362	2439
ENST00000400900	+	ENSG00000251503	APITD1-CORT	10430102	10452153	417	911	495	416	558	1469
ENST00000400906	-	ENSG00000197241	SLC2A7	9003300	9026345	1	1539	1539	0	0	1539
ENST00000401000	+	ENSG00000163125	RPRD2	150364650	150476566	66	4373	4308	65	3232	7605
ENST00000401061	+	ENSG00000132763	MMACHC	45500053	45513382	281	1129	849	280	4167	5296
ENST00000401073	+	ENSG00000162522	KIAA1522	32741885	32774970	71	3355	3285	70	2083	5438
ENST00000401088	+	ENSG00000055070	SZRD1	16367083	16398142	176	634	459	175	3002	3636
ENST00000401095	-	ENSG00000215912	TTC34	2635976	2801717	183	3422	3240	182	5392	8814
ENST00000401408	-	ENSG00000162994	CLHC1	55175649	55232313	347	2107	1761	346	141	2248
ENST00000401424	+	ENSG00000133794	ARNTL	13277798	13387266	527	2278	1752	526	510	2788
ENST00000401450	-	ENSG00000100276	RASL10A	29312933	29315692	447	794	348	446	926	1720
ENST00000401500	+	ENSG00000075702	WDR62	36054937	36105103	36	4607	4572	35	75	4682
ENST00000401528	-	ENSG00000106404	CLDN15	101232092	101238820	1127	1813	687	1126	318	2131
ENST00000401542	+	ENSG00000205858	LRRC72	16526896	16581568	58	921	864	57	79	1000
ENST00000401548	+	ENSG00000167077	MEI1	41699499	41799454	41	3865	3825	40	155	4020
ENST00000401558	-	ENSG00000082898	XPO1	61477849	61538283	729	3944	3216	728	971	4915
ENST00000401642	-	ENSG00000184178	SCFD2	52872982	53366075	135	2189	2055	134	987	3176
ENST00000401695	-	ENSG00000164587	RPS14	150443190	150449747	48	503	456	47	1096	1599
ENST00000401707	+	ENSG00000104356	POP1	98117312	98159834	82	3156	3075	81	1563	4719
ENST00000401722	+	ENSG00000075415	SLC25A3	98593591	98606379	151	1236	1086	150	4851	6087
ENST00000401783	-	ENSG00000165124	SVEP1	110365251	110579880	338	11062	10725	337	1288	12350
ENST00000401815	-	ENSG00000178732	GP5	194394821	194398354	73	1755	1683	72	1779	3534
ENST00000401827	-	ENSG00000205268	PDE7A	65717510	65841952	445	1893	1449	444	1780	3673
ENST00000401850	-	ENSG00000128274	A4GALT	42692121	42694986	491	1552	1062	490	769	2321
ENST00000401867	-	ENSG00000072682	P4HA2	132191838	132227815	570	2177	1608	569	1172	3349
ENST00000401878	+	ENSG00000184863	RBM33	155644679	155781479	199	3711	3513	198	6438	10149
ENST00000401903	-	ENSG00000178381	ZFAND2A	1152071	1160178	261	803	543	260	165	968
ENST00000401924	-	ENSG00000133475	GGT2	21207974	21227637	493	2202	1710	492	164	2366
ENST00000401959	-	ENSG00000100138	SNU13	41673967	41688881	318	704	387	317	966	1670
ENST00000402010	+	ENSG00000072518	MARK2	63838928	63911019	580	2946	2367	579	1782	4728
ENST00000402034	-	ENSG00000214491	SEC14L6	30522799	30546682	1	1194	1194	0	2198	3392
ENST00000402038	-	ENSG00000227345	PARG	49818279	49970203	137	3067	2931	136	1061	4128
ENST00000402050	+	ENSG00000106012	IQCE	2558998	2614734	185	2272	2088	184	4572	6844
ENST00000402119	-	ENSG00000171903	CYP4F11	15912573	15934835	428	2002	1575	427	1159	3161
ENST00000402135	-	ENSG00000115392	FANCL	58159247	58241350	38	1180	1143	37	518	1698
ENST00000402142	+	ENSG00000100346	CACNA1I	39570753	39689737	1	6672	6672	0	3332	10004
ENST00000402157	-	ENSG00000166436	TRIM66	8612037	8671866	442	4179	3738	441	5907	10086
ENST00000402182	+	ENSG00000179750	APOBEC3B	38982399	38992804	56	1528	1473	55	316	1844
ENST00000402198	+	ENSG00000168137	SETD5	9397719	9478154	436	4764	4329	435	2063	6827
ENST00000402217	+	ENSG00000169314	C22orf15	23763054	23765861	254	700	447	253	129	829
ENST00000402255	+	ENSG00000128383	APOBEC3A	38952751	38963183	205	804	600	204	674	1478
ENST00000402281	-	ENSG00000100029	PES1	30576628	30607083	993	2342	1350	992	418	2760
ENST00000402291	+	ENSG00000162929	KIAA1841	61065933	61124280	242	2398	2157	241	2118	4516
ENST00000402297	+	ENSG00000218739	CEBPZOS	37196488	37204741	35	277	243	34	2881	3158
ENST00000402314	-	ENSG00000144848	ATG3	112532510	112561916	389	1324	936	388	1686	3010
ENST00000402321	-	ENSG00000128242	GAL3ST1	30554635	30565133	319	1590	1272	318	318	1908
ENST00000402338	-	ENSG00000100162	CENPM	41938737	41946693	243	683	441	242	319	1002
ENST00000402367	+	ENSG00000170889	RPS9	54200872	54207647	116	535	420	115	1082	1617
ENST00000402377	-	ENSG00000196172	ZNF681	23739195	23758891	143	2080	1938	142	4417	6497
ENST00000402384	-	ENSG00000003147	ICA1	8113184	8262281	268	1719	1452	267	739	2458
ENST00000402394	-	ENSG00000138028	CGREF1	27100594	27119103	270	1226	957	269	680	1906
ENST00000402395	-	ENSG00000198832	SELENOM	31104772	31120069	419	856	438	418	198	1054
ENST00000402399	-	ENSG00000100721	TCL1A	95709968	95714196	131	475	345	130	920	1395
ENST00000402412	-	ENSG00000179912	R3HDM2	57253765	57431005	392	3364	2973	391	1008	4372
ENST00000402418	-	ENSG00000125454	SLC25A19	75272993	75287674	911	1873	963	910	458	2331
ENST00000402510	-	ENSG00000250423	KIAA1210	119078635	119150579	1	5130	5130	0	2694	7824
ENST00000402541	-	ENSG00000118960	HS1BP3	20634716	20651078	16	657	642	15	3701	4358
ENST00000402551	-	ENSG00000105552	BCAT2	48795065	48811027	622	1680	1059	621	361	2041
ENST00000402558	-	ENSG00000186638	KIF24	34252381	34311371	26	4132	4107	25	1999	6131
ENST00000402673	-	ENSG00000152700	SAR1B	134601144	134632988	280	876	597	279	5806	6682
ENST00000402676	+	ENSG00000131016	AKAP12	151239999	151358557	241	5589	5349	240	2843	8432
ENST00000402693	-	ENSG00000181588	MEX3D	1554669	1568058	1	1956	1956	0	894	2850
ENST00000402696	+	ENSG00000091513	TF	133745956	133779006	486	2582	2097	485	386	2968
ENST00000402738	+	ENSG00000138641	HERC3	88592423	88708542	240	3392	3153	239	1582	4974
ENST00000402744	+	ENSG00000109472	CPE	165378942	165498320	281	1711	1431	280	710	2421
ENST00000402802	-	ENSG00000197461	PDGFA	497258	519409	409	999	591	408	1306	2305
ENST00000402813	-	ENSG00000198515	CNGA1	47935977	47981535	144	2423	2280	143	444	2867
ENST00000402825	+	ENSG00000145194	ECE2	184249695	184293031	1	2652	2652	0	793	3445
ENST00000402844	-	ENSG00000100372	SLC25A17	40770088	40780194	982	1659	678	981	746	2405
ENST00000402868	+	ENSG00000183955	KMT5A	123383773	123409358	427	1485	1059	426	1655	3140
ENST00000402905	+	ENSG00000138380	CARF	202912214	202987063	322	2499	2178	321	3439	5938
ENST00000402918	-	ENSG00000166897	ELFN2	37367960	37427470	787	3249	2463	786	5112	8361
ENST00000402924	+	ENSG00000106605	BLVRA	43758687	43807342	164	1054	891	163	107	1161
ENST00000402938	-	ENSG00000111886	GABRR2	89257520	89315299	135	1532	1398	134	150	1682
ENST00000402966	+	ENSG00000184208	C22orf46	41690543	41698136	86	817	732	85	4158	4975
ENST00000402971	-	ENSG00000182083	OR6B2	240028965	240030456	28	966	939	27	526	1492
ENST00000402988	+	ENSG00000216588	IGSF23	44613630	44636781	17	595	579	16	394	989
ENST00000403050	+	ENSG00000106443	PHF14	10973872	11103655	453	3119	2667	452	1157	4276
ENST00000403066	-	ENSG00000100012	SEC14L3	30447959	30472017	285	1346	1062	284	1128	2474
ENST00000403097	-	ENSG00000106070	GRB10	50590068	50792969	782	2548	1767	781	2884	5432
ENST00000403107	+	ENSG00000169402	RSPH10B2	6754109	6798763	388	3000	2613	387	220	3220
ENST00000403245	-	ENSG00000135315	CEP162	84124241	84227635	116	4327	4212	115	829	5156
ENST00000403263	-	ENSG00000114933	INO80D	205993721	206086182	406	3489	3084	405	10647	14136
ENST00000403268	-	ENSG00000167065	DUSP18	30661445	30667855	472	825	354	471	2095	2920
ENST00000403299	-	ENSG00000100065	CARD10	37490362	37519542	218	3316	3099	217	797	4113
ENST00000403359	-	ENSG00000138081	FBXO11	47806920	47905793	74	2857	2784	73	1198	4055
ENST00000403368	-	ENSG00000119812	FAM98A	33583670	33599291	71	1009	939	70	1809	2818
ENST00000403372	+	ENSG00000127863	TNFRSF19	23570370	23676104	696	1553	858	695	2724	4277
ENST00000403410	+	ENSG00000181458	TMEM45A	100492651	100577432	621	1496	876	620	414	1910
ENST00000403437	-	ENSG00000133020	MYH8	10390322	10421950	96	5909	5814	95	132	6041
ENST00000403458	+	ENSG00000159761	C16orf86	67666816	67668758	156	1109	954	155	158	1267
ENST00000403470	-	ENSG00000019102	VSIG2	124748106	124752193	57	911	855	56	280	1191
ENST00000403491	+	ENSG00000162599	NFIA	61082308	61462793	485	2014	1530	484	7473	9487
ENST00000403528	+	ENSG00000121764	HCRTR1	31617700	31627318	388	1665	1278	387	338	2003
ENST00000403558	+	ENSG00000149131	SERPING1	57597803	57614814	367	1998	1632	366	233	2231
ENST00000403581	+	ENSG00000186654	PRR5	44677085	44737681	610	1845	1236	609	434	2279
ENST00000403593	+	ENSG00000139410	SDSL	113422237	113438276	263	1252	990	262	197	1449
ENST00000403610	-	ENSG00000189292	ALKAL2	279558	288296	342	800	459	341	589	1389
ENST00000403625	+	ENSG00000069020	MAST4	66596361	67169595	296	8167	7872	295	2544	10711
ENST00000403633	+	ENSG00000106245	BUD31	99408641	99419616	530	964	435	529	175	1139
ENST00000403638	-	ENSG00000115687	PASK	241113307	241149463	93	3524	3432	92	1637	5161
ENST00000403657	-	ENSG00000035115	SH3YL1	218151	261323	2197	2880	684	2196	660	3540
ENST00000403662	+	ENSG00000100368	CSF2RB	36913628	36940449	223	2916	2694	222	1947	4863
ENST00000403665	+	ENSG00000088926	F11	186265945	186288780	353	2230	1878	352	166	2396
ENST00000403683	+	ENSG00000203852	HIST2H3A	149852619	149854274	37	447	411	36	1209	1656
ENST00000403687	+	ENSG00000152689	RASGRP3	33476228	33564731	741	2813	2073	740	1994	4807
ENST00000403714	+	ENSG00000084710	EFR3B	25042130	25159137	184	2637	2454	183	4797	7434
ENST00000403716	+	ENSG00000115762	PLEKHB2	131104847	131149851	561	1271	711	560	3078	4349
ENST00000403729	-	ENSG00000163297	ANTXR2	79901149	80073086	527	1993	1467	526	6280	8273
ENST00000403733	+	ENSG00000151718	WWC2	183099293	183320777	200	3778	3579	199	5048	8826
ENST00000403751	+	ENSG00000242441	GTF2A1L	48617838	48679607	38	1474	1437	37	165	1639
ENST00000403796	+	ENSG00000134955	SLC37A2	125063067	125089237	302	1807	1506	301	1103	2910
ENST00000403799	-	ENSG00000106633	GCK	44144275	44189423	471	1868	1398	470	861	2729
ENST00000403807	+	ENSG00000169575	VPREB1	22244675	22245515	140	577	438	139	178	755
ENST00000403856	-	ENSG00000115970	THADA	43562218	43596007	149	2761	2613	148	4178	6939
ENST00000403888	+	ENSG00000100379	KCTD17	37051739	37063390	2	967	966	1	796	1763
ENST00000403892	-	ENSG00000128311	TST	37010859	37019467	736	1629	894	735	168	1797
ENST00000403897	-	ENSG00000214711	CAPN14	31174681	31217545	143	2197	2055	142	0	2197
ENST00000403903	-	ENSG00000220201	ZGLP1	10304803	10309880	1200	2015	816	1199	288	2303
ENST00000403915	+	ENSG00000170745	KCNS3	17877847	17932954	452	1927	1476	451	470	2397
ENST00000403951	-	ENSG00000136267	DGKB	14145049	14903361	421	2835	2415	420	4082	6917
ENST00000404025	-	ENSG00000091106	NLRC4	32224456	32265854	490	3564	3075	489	17	3581
ENST00000404031	-	ENSG00000216921	AC131097.4	241893985	241900448	80	367	288	79	228	595
ENST00000404039	+	ENSG00000130226	DPP6	153887097	154894285	588	2993	2406	587	1805	4798
ENST00000404056	-	ENSG00000099958	DERL3	23834503	23839006	20	556	537	19	2557	3113
ENST00000404072	+	ENSG00000100151	PICK1	38057200	38075701	348	1595	1248	347	569	2164
ENST00000404092	-	ENSG00000099977	DDT	23971378	23980469	234	632	399	233	173	805
ENST00000404125	-	ENSG00000068878	PSME4	53864067	53970840	57	5588	5532	56	1511	7099
ENST00000404138	+	ENSG00000184677	ZBTB40	22451851	22531157	512	4231	3720	511	4761	8992
ENST00000404141	-	ENSG00000157212	PAXIP1	154943687	155003084	156	3365	3210	155	462	3827
ENST00000404158	+	ENSG00000167491	GATAD2A	19427527	19508927	419	2323	1905	418	3453	5776
ENST00000404190	+	ENSG00000204021	LIPK	88724544	88752786	1	1200	1200	0	30	1230
ENST00000404209	-	ENSG00000124467	PSG8	42752686	42765678	98	1357	1260	97	674	2031
ENST00000404220	+	ENSG00000159110	IFNAR2	33229971	33265675	330	1325	996	329	2959	4284
ENST00000404338	+	ENSG00000160007	ARHGAP35	46918676	47005077	1	4500	4500	0	4389	8889
ENST00000404369	-	ENSG00000105889	STEAP1B	22438419	22500498	417	1445	1029	416	70	1515
ENST00000404371	-	ENSG00000143870	PDIA6	10783393	10832485	339	1817	1479	338	865	2682
ENST00000404377	-	ENSG00000120337	TNFSF18	173039960	173050963	2	601	600	1	1407	2008
ENST00000404459	+	ENSG00000204020	LIPN	88761406	88778242	1	1197	1197	0	0	1197
ENST00000404488	+	ENSG00000184164	CRELD2	49918635	49927540	136	1344	1209	135	233	1577
ENST00000404489	-	ENSG00000206483	TXNRD3NB	126571789	126572636	94	495	402	93	243	738
ENST00000404537	-	ENSG00000124006	OBSL1	219550742	219571289	58	5748	5691	57	93	5841
ENST00000404542	-	ENSG00000172987	HPSE2	98457077	98744071	15	1184	1170	14	2497	3681
ENST00000404568	-	ENSG00000144045	DQX1	74518131	74526336	221	2374	2154	220	315	2689
ENST00000404580	-	ENSG00000204941	PSG5	43174123	43186494	90	1091	1002	89	1054	2145
ENST00000404625	+	ENSG00000136244	IL6	22725884	22732002	460	1098	639	459	429	1527
ENST00000404648	-	ENSG00000171557	FGG	154604134	154612849	241	1554	1314	240	206	1760
ENST00000404743	+	ENSG00000173239	LIPM	88802730	88820501	168	1439	1272	167	0	1439
ENST00000404767	-	ENSG00000164880	INTS1	1470277	1504367	87	6659	6573	86	300	6959
ENST00000404774	-	ENSG00000136297	MMD2	4905989	4959212	196	1008	813	195	1407	2415
ENST00000404795	-	ENSG00000142700	DMRTA2	50417550	50423500	394	2022	1629	393	1115	3137
ENST00000404801	-	ENSG00000180884	ZNF792	34956354	34964049	388	2286	1899	387	1602	3888
ENST00000404816	+	ENSG00000049323	LTBP1	32946972	33399359	354	5519	5166	353	814	6333
ENST00000404826	+	ENSG00000146555	SDK1	3301448	4269000	140	6781	6642	139	3616	10397
ENST00000404922	+	ENSG00000163520	FBLN2	13549131	13638422	120	3815	3696	119	503	4318
ENST00000404929	-	ENSG00000170264	FAM161A	61824856	61854053	13	2163	2151	12	1599	3762
ENST00000404933	+	ENSG00000102172	SMS	21940573	21994835	253	1353	1101	252	484	1837
ENST00000404938	+	ENSG00000004846	ABCB5	20615207	20757009	653	4426	3774	652	1385	5811
ENST00000404991	-	ENSG00000218823	PAPOLB	4857733	4861994	185	2098	1914	184	2164	4262
ENST00000405002	-	ENSG00000144504	ANKMY1	240521938	240561091	483	1361	879	482	1943	3304
ENST00000405091	-	ENSG00000185264	TEX33	36991125	37007841	253	1095	843	252	54	1149
ENST00000405093	-	ENSG00000197616	MYH6	23381990	23408277	72	5891	5820	71	50	5941
ENST00000405109	+	ENSG00000187715	KBTBD12	127915232	127987666	468	2339	1872	467	3388	5727
ENST00000405141	+	ENSG00000084676	NCOA1	24492058	24770702	712	4911	4200	711	2494	7405
ENST00000405142	+	ENSG00000168101	NUDT16L1	4693718	4695855	10	753	744	9	1287	2040
ENST00000405148	-	ENSG00000155749	ALS2CR12	201288424	201357378	445	1782	1338	444	231	2013
ENST00000405154	+	ENSG00000123094	RASSF8	25959058	26072869	200	1459	1260	199	4051	5510
ENST00000405158	+	ENSG00000173432	SAA1	18266264	18269977	185	553	369	184	122	675
ENST00000405159	-	ENSG00000133193	FAM104A	73207353	73232371	66	689	624	65	2176	2865
ENST00000405201	-	ENSG00000196498	NCOR2	124324415	124495252	2	7546	7545	1	987	8533
ENST00000405204	+	ENSG00000130349	C6orf203	107028213	107051336	598	1320	723	597	100	1420
ENST00000405239	-	ENSG00000188120	DAZ1	23129355	23199094	295	2532	2238	294	1889	4421
ENST00000405266	+	ENSG00000164828	SUN1	832501	874900	25	2493	2469	24	1569	4062
ENST00000405275	+	ENSG00000132792	CTNNBL1	37693955	37872128	351	1961	1611	350	115	2076
ENST00000405303	-	ENSG00000169762	TAPT1	16160505	16226541	85	1788	1704	84	2803	4591
ENST00000405308	+	ENSG00000110492	MDK	46380756	46383799	430	861	432	429	305	1166
ENST00000405312	-	ENSG00000243137	PSG4	43192702	43205774	239	1498	1260	238	670	2168
ENST00000405315	+	ENSG00000104805	NUCB1	48900050	48923372	335	1720	1386	334	948	2668
ENST00000405322	-	ENSG00000138075	ABCG5	43812560	43838752	898	2340	1443	897	556	2896
ENST00000405356	+	ENSG00000166197	NOLC1	102152176	102163871	236	2365	2130	235	1602	3967
ENST00000405375	+	ENSG00000124762	CDKN1A	36678710	36687337	236	730	495	235	1537	2267
ENST00000405409	-	ENSG00000100320	RBFOX2	35738736	35840587	370	1473	1104	369	5459	6932
ENST00000405413	-	ENSG00000173083	HPSE	83292461	83335153	138	1769	1632	137	2883	4652
ENST00000405415	-	ENSG00000155026	RSPH10B	5926146	5970683	388	3000	2613	387	222	3222
ENST00000405460	+	ENSG00000164199	ADGRV1	90558797	91164437	100	19020	18921	99	537	19557
ENST00000405510	-	ENSG00000100242	SUN2	38734725	38755528	360	2513	2154	359	1542	4055
ENST00000405535	+	ENSG00000163472	TMEM79	156284279	156292443	172	1356	1185	171	845	2201
ENST00000405546	+	ENSG00000168397	ATG4B	241637213	241673854	503	1645	1143	502	1649	3294
ENST00000405592	+	ENSG00000057935	MTA3	42494569	42756947	671	2284	1614	670	3548	5832
